filename,emotion,mfcc
1025_TSI_NEU_XX,NEU,"[-1.0149178e+03 -1.0137460e+03 -8.7982794e+02 ...  4.6747203e+00
 -8.8325596e-01 -7.2292123e+00]"
1025_TSI_HAP_XX,NEU,"[-932.05676   -932.05676   -912.6164    ...   -2.5200295   -9.445078
   -3.0726106]"
1025_TSI_SAD_XX,NEU,"[-1066.3492    -1063.0256     -945.8816    ...     5.9094286     1.9749355
     7.0487466]"
1025_TSI_ANG_XX,ANG,"[-8.4440588e+02 -8.4440588e+02 -8.4303815e+02 ... -8.3941002e+00
  4.7814858e-01 -2.9707077e+00]"
1025_TSI_FEA_XX,NEU,"[-1.00702594e+03 -1.00702594e+03 -9.62320862e+02 ... -4.39687699e-01
 -1.66137052e+00 -3.79712439e+00]"
1025_TSI_DIS_XX,NEU,"[-1057.2279    -1056.1554     -951.9471    ...   -14.257769     -2.3050086
    -9.610453 ]"
1025_WSI_NEU_XX,NEU,"[-988.24585   -988.1446    -919.6455    ...   -5.73529     17.13295
    4.8182726]"
1025_WSI_HAP_XX,ANG,"[-935.8172    -935.8172    -931.99713   ...    4.8818145  -16.55332
   -4.8876762]"
1025_WSI_SAD_XX,NEU,"[-1009.73553   -1009.62244    -914.5791    ...     1.1812395    -5.049734
    11.204163 ]"
1025_WSI_ANG_XX,ANG,"[-869.5055    -869.5055    -859.30444   ...   -3.8904977    2.8988059
  -13.025417 ]"
1025_WSI_FEA_XX,FEA,"[-1030.5795    -1030.5337     -932.05225   ...    13.43915       1.1639309
   -11.084422 ]"
1025_WSI_DIS_XX,SAD,"[-1088.3748    -1078.5718     -992.0149    ...    -4.9927044    -7.478397
     5.4173093]"
1026_IEO_NEU_XX,NEU,"[-9.1823511e+02 -9.1823511e+02 -8.9331354e+02 ... -2.3210194e+00
 -1.4232481e-01  7.4797499e-01]"
1026_IEO_HAP_LO,NEU,"[-863.4972    -863.4972    -860.18475   ...   -4.1090693    9.726514
   13.437151 ]"
1026_IEO_HAP_MD,NEU,"[-8.2444153e+02 -8.2444153e+02 -8.2428125e+02 ... -1.3822677e+01
 -1.6202137e+01  6.3071018e-01]"
1026_IEO_HAP_HI,NEU,"[-7.6114807e+02 -7.6114807e+02 -7.6114807e+02 ...  2.1294842e+01
 -1.3163626e-01 -4.7614460e+00]"
1026_IEO_SAD_LO,SAD,"[-1011.8657   -1011.8403    -983.05225  ...   -10.982771    -7.215955
   -12.859489]"
1026_IEO_SAD_MD,NEU,"[-944.4944    -944.4944    -934.5533    ...   -4.6405945    5.1391544
   -8.411894 ]"
1026_IEO_SAD_HI,FEA,"[-888.17505   -888.17505   -886.8105    ...    4.6317043    2.6105642
  -10.592096 ]"
1026_IEO_ANG_LO,DIS,"[-819.55383   -819.55383   -819.13983   ...    4.256055    -5.812843
    1.1996067]"
1026_IEO_ANG_MD,ANG,"[-778.46136   -778.46136   -778.46136   ...   -5.5882673  -26.412083
  -13.9321995]"
1026_IEO_ANG_HI,ANG,"[-691.3442    -691.3442    -691.3442    ...   -2.4352202   -3.329489
   -1.4006531]"
1026_IEO_FEA_LO,NEU,"[-902.283    -902.283    -900.2563   ...   -8.63126   -15.325336
  -10.511837]"
1026_IEO_FEA_MD,FEA,"[-838.7609    -838.7609    -837.3135    ...   -1.2194954    4.0300193
  -11.007755 ]"
1026_IEO_FEA_HI,FEA,"[-691.51855   -691.51855   -691.51855   ...    3.5367994  -15.8370495
  -16.458385 ]"
1026_IEO_DIS_LO,NEU,"[-910.3601    -910.3601    -905.75543   ...    2.6542075  -11.504026
    3.8292496]"
1026_IEO_DIS_MD,DIS,"[-847.91943   -847.91943   -847.28766   ...    1.1994964   -5.4701767
   -9.613107 ]"
1026_IEO_DIS_HI,ANG,"[-8.0959979e+02 -8.0959979e+02 -8.0837787e+02 ... -2.0409298e-01
  4.5165539e+00 -6.4919124e+00]"
1026_TIE_NEU_XX,NEU,"[-9.28239563e+02 -9.28239563e+02 -8.83553406e+02 ... -8.97074580e-01
 -1.83786106e+01 -1.42643795e+01]"
1026_TIE_HAP_XX,NEU,"[-779.37476   -779.37476   -779.37476   ...  -15.121393    -3.471671
   10.4326515]"
1026_TIE_SAD_XX,NEU,"[-981.4232    -981.1386    -876.3758    ...   11.111636     6.3502936
   -1.0492518]"
1026_TIE_ANG_XX,ANG,"[-802.8789   -802.8789   -802.8789   ...  -24.230808  -22.132929
  -24.94315 ]"
1026_TIE_FEA_XX,ANG,"[-7.1146466e+02 -7.1146466e+02 -7.1146466e+02 ... -7.3018985e+00
  2.3224034e+00 -6.4514637e-02]"
1026_TIE_DIS_XX,ANG,"[-799.36334  -799.36334  -799.36334  ...   -8.164628  -13.398569
  -11.922173]"
1026_IOM_NEU_XX,NEU,"[-940.6924    -940.6924    -938.148     ...   -5.819038    -2.1506662
   -6.781602 ]"
1026_IOM_HAP_XX,HAP,"[-874.5903    -874.5903    -868.01636   ...   16.998116    21.93108
    5.4978046]"
1026_IOM_SAD_XX,SAD,"[-994.7272    -994.3348    -869.47205   ...    2.9140496  -18.223972
   -5.8472548]"
1026_IOM_ANG_XX,ANG,"[-738.8708    -738.8708    -738.8708    ...   16.478409    18.051289
    2.2054648]"
1026_IOM_FEA_XX,ANG,"[-8.4701355e+02 -8.4701355e+02 -8.4668439e+02 ...  3.3016603e+00
 -3.3456125e+00  8.2686704e-01]"
1026_IOM_DIS_XX,NEU,"[-1006.8774    -1006.4346     -883.4714    ...    -5.1075993    -3.4226718
    -7.3213835]"
1026_IWW_NEU_XX,NEU,"[-890.66785   -890.66785   -890.5831    ...   -4.0843387    1.3540474
   -3.0763376]"
1026_IWW_HAP_XX,NEU,"[-782.46136   -782.46136   -782.46136   ...   15.630379     2.2392354
    4.466062 ]"
1026_IWW_SAD_XX,NEU,"[-1005.47046   -1005.07306    -914.43225   ...   -10.111871      3.9390996
    -1.7785304]"
1026_IWW_ANG_XX,ANG,"[-7.8983472e+02 -7.8983472e+02 -7.8983472e+02 ...  6.7530608e-01
 -7.7323837e+00 -8.0011063e+00]"
1026_IWW_FEA_XX,NEU,"[-929.04846   -929.04846   -926.8953    ...   11.540304     6.3851676
    3.0216963]"
1026_IWW_DIS_XX,DIS,"[-932.47925   -932.47925   -901.7039    ...   -5.991142    -2.7190757
  -10.007469 ]"
1026_TAI_NEU_XX,NEU,"[-891.60547   -891.60547   -880.26715   ...    6.2200503  -15.201643
   -4.760625 ]"
1026_TAI_HAP_XX,NEU,"[-784.63904   -784.63904   -784.63904   ...   -4.6143994   -3.2983081
   -5.3686624]"
1026_TAI_SAD_XX,NEU,"[-1.0108958e+03 -1.0106669e+03 -9.6251837e+02 ... -5.4549670e-01
 -2.4800656e+00  9.7431984e+00]"
1026_TAI_ANG_XX,ANG,"[-6.9588013e+02 -6.9588013e+02 -6.9588013e+02 ...  5.2367339e+00
 -8.0553466e-01  2.1074189e-01]"
1026_TAI_FEA_XX,NEU,"[-8.3755139e+02 -8.3755139e+02 -8.3754028e+02 ... -2.2417137e+01
 -5.8373600e-01  2.1792126e+00]"
1026_TAI_DIS_XX,ANG,"[-777.63196   -777.63196   -777.63196   ...   -2.242535    -2.6093717
    1.225172 ]"
1026_MTI_NEU_XX,SAD,"[-942.39087  -942.39087  -929.0475   ...   -9.393768    4.227122
   -6.356373]"
1026_MTI_HAP_XX,NEU,"[-7.6365088e+02 -7.6365088e+02 -7.6365088e+02 ... -2.1650362e-01
  2.1078391e+00 -1.3587193e+01]"
1026_MTI_SAD_XX,NEU,"[-991.93536   -991.8478    -933.40906   ...    1.9231976   -5.797042
    9.091679 ]"
1026_MTI_ANG_XX,DIS,"[-681.14453  -681.14453  -681.14453  ...    4.513739  -10.059917
   -2.329502]"
1026_MTI_FEA_XX,SAD,"[-921.62445   -921.62445   -919.32355   ...    1.8829787   -3.3579116
   -3.2381945]"
1026_MTI_DIS_XX,NEU,"[-818.6913    -818.6913    -818.3737    ...    0.           0.
    7.3849344]"
1026_IWL_NEU_XX,NEU,"[-8.7873804e+02 -8.7873804e+02 -8.7129486e+02 ... -4.6969743e+00
 -9.9360237e+00  6.5707731e-01]"
1026_IWL_HAP_XX,NEU,"[-815.7301    -815.7301    -813.8742    ...   -5.1064053   -4.584114
   -2.4315028]"
1026_IWL_SAD_XX,ANG,"[-978.0487    -978.0176    -922.23505   ...    1.8757435    3.278224
    4.5142527]"
1026_IWL_ANG_XX,ANG,"[-692.59106   -692.59106   -692.59106   ...    0.9491276   -6.2398977
   -6.244059 ]"
1026_IWL_FEA_XX,FEA,"[-680.3217    -680.3217    -680.3217    ...    8.816768     1.8466638
  -13.979599 ]"
1026_IWL_DIS_XX,NEU,"[-815.6751    -815.6751    -815.0818    ...   -2.5447955   11.039837
    9.801542 ]"
1026_ITH_NEU_XX,NEU,"[-899.2331    -899.2331    -886.931     ...    2.9250839    5.449421
   14.553019 ]"
1026_ITH_HAP_XX,NEU,"[-772.76263   -772.76263   -772.76263   ...   -6.8775196   13.920462
  -13.776854 ]"
1026_ITH_SAD_XX,NEU,"[-913.3828    -913.3828    -910.92737   ...    2.388158    -7.5222034
   -7.424816 ]"
1026_ITH_ANG_XX,ANG,"[-7.0758685e+02 -7.0758685e+02 -7.0758685e+02 ... -8.8959503e-01
 -6.8740654e-01  4.7185056e-02]"
1026_ITH_FEA_XX,NEU,"[-8.8954730e+02 -8.8954730e+02 -8.7046570e+02 ... -8.5370703e+00
 -6.9435263e+00 -8.0848908e-01]"
1026_ITH_DIS_XX,DIS,"[-766.66595   -766.66595   -766.66595   ...    3.760069     6.6944904
   12.7747135]"
1026_DFA_NEU_XX,NEU,"[-8.3366003e+02 -8.3366003e+02 -8.2933405e+02 ...  6.1318278e-01
  1.5082390e+01 -2.9163265e+00]"
1026_DFA_HAP_XX,NEU,"[-777.76715   -777.76715   -777.76715   ...   -4.664396     1.919425
   -1.8367659]"
1026_DFA_SAD_XX,NEU,"[-1022.32153   -1021.27936    -929.215     ...    -8.665224     -1.9233052
   -18.81852  ]"
1026_DFA_ANG_XX,ANG,"[-675.9995   -675.9995   -675.9995   ...   -8.552575  -15.74926
  -15.306455]"
1026_DFA_FEA_XX,HAP,"[-862.7098    -862.7098    -861.0039    ...  -11.367716    -8.143841
   -2.1216922]"
1026_DFA_DIS_XX,ANG,"[-821.03503   -821.03503   -821.00024   ...  -10.954363    -5.948188
   -7.7845054]"
1026_ITS_NEU_XX,NEU,"[-9.1131171e+02 -9.1131171e+02 -8.7458826e+02 ...  1.4192858e+00
  1.5494646e+00 -4.2677113e-01]"
1026_ITS_HAP_XX,FEA,"[-776.3496    -776.3496    -776.3496    ...    5.9453673    4.774854
    9.522309 ]"
1026_ITS_SAD_XX,NEU,"[-1.0413164e+03 -1.0374868e+03 -8.7817639e+02 ... -3.1219518e-01
 -3.5766768e+00  1.6007476e+00]"
1026_ITS_ANG_XX,DIS,"[-767.03595   -767.03595   -767.03595   ...    5.0740542   -2.3804417
  -11.818262 ]"
1026_ITS_FEA_XX,NEU,"[-981.2582    -981.2582    -965.9182    ...    1.2702172   -8.591778
   -3.752485 ]"
1026_ITS_DIS_XX,FEA,"[-8.999463e+02 -8.999463e+02 -8.834534e+02 ...  2.156054e+00  1.208205e+01
  5.752504e-01]"
1026_TSI_NEU_XX,NEU,"[-877.8645    -877.8645    -875.1002    ...  -11.582804    -5.9909463
   -4.129721 ]"
1026_TSI_HAP_XX,HAP,"[-718.1956    -718.1956    -718.1956    ...    1.2651731   -7.6546183
  -10.97448  ]"
1026_TSI_SAD_XX,NEU,"[-978.30365   -978.30365   -953.1492    ...   -4.7516217   -8.724764
   -9.545923 ]"
1026_TSI_ANG_XX,ANG,"[-652.74255   -652.74255   -652.74255   ...   -3.5255594   -7.903513
   -3.7651389]"
1026_TSI_FEA_XX,FEA,"[-720.2695    -720.2695    -720.2695    ...    1.0856974    1.9773381
    2.9793866]"
1026_TSI_DIS_XX,FEA,"[-852.1168    -852.1168    -852.0906    ...    3.537965    -4.789856
  -10.1240225]"
1026_WSI_NEU_XX,NEU,"[-863.11395   -863.11395   -858.71747   ...   -2.7032895   -1.080605
    1.8385946]"
1026_WSI_HAP_XX,NEU,"[-778.7229    -778.7229    -778.7229    ...   -2.9857874   -7.039917
   -9.41934  ]"
1026_WSI_SAD_XX,NEU,"[-941.7437   -941.5693   -892.0561   ...   -8.85071   -12.648837
   -5.736388]"
1026_WSI_ANG_XX,ANG,"[-686.98364   -686.98364   -686.98364   ...  -12.215986    -4.408119
   -7.9868207]"
1026_WSI_FEA_XX,NEU,"[-860.8743   -860.8743   -860.8743   ...   -9.73979   -21.542189
  -13.434399]"
1026_WSI_DIS_XX,ANG,"[-7.394521e+02 -7.394521e+02 -7.394521e+02 ...  5.735499e-01  2.050572e+00
  3.014526e-01]"
1027_IEO_NEU_XX,NEU,"[-934.3223    -934.3223    -927.9535    ...    7.128438    -1.7972002
  -15.571659 ]"
1027_IEO_HAP_LO,NEU,"[-1053.5005    -1051.3513     -925.68494   ...     1.7301068     3.0971127
     3.5809844]"
1027_IEO_HAP_MD,NEU,"[-857.85516   -857.85516   -857.45825   ...    5.3946767    7.524001
    2.8566194]"
1027_IEO_HAP_HI,FEA,"[-814.22766   -814.22766   -813.867     ...    6.8499694    1.8239204
   10.409274 ]"
1027_IEO_SAD_LO,NEU,"[-1082.9316    -1076.1213     -943.7879    ...     8.659154      5.6479597
    -3.8488178]"
1027_IEO_SAD_MD,NEU,"[-1050.8988    -1048.3828     -887.37555   ...     1.2158636    11.166442
     3.3672578]"
1027_IEO_SAD_HI,NEU,"[-1.01206158e+03 -1.01195258e+03 -8.74667969e+02 ...  5.79169273e+00
  9.82780337e-01 -1.29835205e+01]"
1027_IEO_ANG_LO,NEU,"[-910.3177    -910.3177    -908.3974    ...    2.2120996    3.182481
    5.3111806]"
1027_IEO_ANG_MD,ANG,"[-705.6817    -705.6817    -705.6817    ...   -5.0650306  -11.123372
  -13.437773 ]"
1027_IEO_ANG_HI,ANG,"[-665.9139    -665.9139    -665.9139    ...    0.           0.
    2.5762258]"
1027_IEO_FEA_LO,NEU,"[-1.0474418e+03 -1.0395269e+03 -9.2099207e+02 ... -9.0398830e-01
 -5.2567120e+00 -4.7768040e+00]"
1027_IEO_FEA_MD,NEU,"[-951.5056    -951.5056    -928.3706    ...   -7.165754     2.2597184
    3.032306 ]"
1027_IEO_FEA_HI,HAP,"[-713.066     -713.066     -713.066     ...    4.151436    -3.240139
   -7.5077233]"
1027_IEO_DIS_LO,NEU,"[-988.63556  -988.63556  -910.1576   ...   11.029921    9.435565
    8.247081]"
1027_IEO_DIS_MD,DIS,"[-7.5273914e+02 -7.5273914e+02 -7.5273914e+02 ...  3.7421894e-01
  4.8191433e+00 -7.2458982e+00]"
1027_IEO_DIS_HI,DIS,"[-748.43427   -748.43427   -748.43427   ...  -15.372484    -5.2315497
   -2.8484035]"
1027_TIE_NEU_XX,NEU,"[-928.9152    -928.9152    -922.3165    ...   10.107046    -2.7686598
   -5.642267 ]"
1027_TIE_HAP_XX,NEU,"[-1.0420730e+03 -1.0371133e+03 -9.1144543e+02 ... -3.6246443e-01
  1.1205881e+01 -1.0153307e+00]"
1027_TIE_SAD_XX,NEU,"[-1048.0782    -1045.8939     -929.2748    ...    -6.2786055     1.5942718
     6.9219947]"
1027_TIE_ANG_XX,ANG,"[-7.2154602e+02 -7.2154602e+02 -7.2154602e+02 ...  8.3940639e+00
  1.7045245e+00  4.9677670e-02]"
1027_TIE_FEA_XX,NEU,"[-9.1092841e+02 -9.1092841e+02 -8.9589441e+02 ...  0.0000000e+00
 -4.5841998e-01 -1.6119030e+01]"
1027_TIE_DIS_XX,NEU,"[-848.8373    -848.8373    -848.77704   ...    5.419754     5.577012
    6.0393934]"
1027_IOM_NEU_XX,NEU,"[-958.5667    -958.5667    -912.7606    ...  -15.475511     2.492432
   -4.9947767]"
1027_IOM_HAP_XX,NEU,"[-787.8373    -787.8373    -786.05896   ...   -5.232953    -8.521885
   -2.6248507]"
1027_IOM_SAD_XX,SAD,"[-986.2596   -986.2596   -900.80725  ...   21.045465   23.173456
   22.289953]"
1027_IOM_ANG_XX,ANG,"[-740.5957    -740.5957    -740.5957    ...    1.2977388    4.3376226
   -2.4045691]"
1027_IOM_FEA_XX,NEU,"[-873.41205   -873.41205   -873.33307   ...   -9.890396    -1.6502146
   -9.511618 ]"
1027_IOM_DIS_XX,NEU,"[-8.9598230e+02 -8.9598230e+02 -8.9456738e+02 ... -7.6157560e+00
 -6.2718794e-02  5.8716555e+00]"
1027_IWW_NEU_XX,NEU,"[-972.54626   -972.54626   -953.8506    ...    6.3207827   -3.5255165
   -1.197019 ]"
1027_IWW_HAP_XX,NEU,"[-8.7675226e+02 -8.7675226e+02 -8.7210693e+02 ... -1.0692468e+01
 -4.6467333e+00 -3.8419580e-01]"
1027_IWW_SAD_XX,FEA,"[-1022.02045   -1022.02045    -962.6388    ...    -1.9198475     3.6952271
     5.754592 ]"
1027_IWW_ANG_XX,ANG,"[-774.36945   -774.36945   -774.36945   ...   -2.1746664    0.8847474
    5.0917425]"
1027_IWW_FEA_XX,NEU,"[-9.3943390e+02 -9.3943390e+02 -9.0732794e+02 ...  1.3994417e+01
  1.2990965e+00  4.3880463e-02]"
1027_IWW_DIS_XX,NEU,"[-1016.0849   -1015.8723    -930.52594  ...     6.76112      8.993425
    -5.100184]"
1027_TAI_NEU_XX,NEU,"[-931.6286    -931.6286    -924.62115   ...   -2.2741847   -4.18619
   -4.2408295]"
1027_TAI_HAP_XX,NEU,"[-7.6720526e+02 -7.6720526e+02 -7.6720526e+02 ...  5.7319069e+00
  3.5739994e-01  6.0337148e+00]"
1027_TAI_SAD_XX,NEU,"[-980.4122    -980.4122    -952.347     ...    7.0361648   -7.4440765
    4.174218 ]"
1027_TAI_ANG_XX,NEU,"[-656.80334   -656.80334   -656.80334   ...   -1.5828168   -7.83135
   -5.7959995]"
1027_TAI_FEA_XX,FEA,"[-718.02563   -718.02563   -718.02563   ...   -7.8243666   -4.3610578
    2.1249177]"
1027_TAI_DIS_XX,NEU,"[-9.592972e+02 -9.592972e+02 -9.046506e+02 ...  7.896877e-01 -2.859211e+00
 -1.581615e+00]"
1027_MTI_NEU_XX,NEU,"[-904.5157    -904.5157    -903.6105    ...    9.758888     7.625922
    4.3214884]"
1027_MTI_HAP_XX,NEU,"[-880.18274   -880.18274   -873.4219    ...   -5.4808383   -6.8945
  -13.130665 ]"
1027_MTI_SAD_XX,SAD,"[-9.7596417e+02 -9.7596417e+02 -9.4797449e+02 ... -1.9455831e+00
  5.3836894e-01 -1.0152957e+00]"
1027_MTI_ANG_XX,ANG,"[-671.07227  -671.07227  -671.07227  ...  -20.298422   -7.509762
   -4.37749 ]"
1027_MTI_FEA_XX,SAD,"[-952.21246   -952.21246   -937.9683    ...    4.8033557   -4.6006527
  -18.592976 ]"
1027_MTI_DIS_XX,NEU,"[-973.54877   -973.54877   -945.6826    ...    4.168535     5.269363
   -2.1129973]"
1027_IWL_NEU_XX,NEU,"[-901.0951    -901.0951    -899.4997    ...   -1.9525707   -7.195599
    6.569719 ]"
1027_IWL_HAP_XX,NEU,"[-932.3135    -932.3135    -879.55725   ...   -1.5512204   -4.52617
   -2.1444294]"
1027_IWL_SAD_XX,NEU,"[-9.9633496e+02 -9.9563232e+02 -9.6697980e+02 ... -7.4718416e-01
 -9.0774899e+00 -2.0058737e+00]"
1027_IWL_ANG_XX,ANG,"[-716.9109   -716.9109   -716.9109   ...  -10.594886  -22.168509
   -8.709021]"
1027_IWL_FEA_XX,NEU,"[-961.62714   -961.50604   -898.0536    ...    1.3869874  -15.938367
    3.4028082]"
1027_IWL_DIS_XX,NEU,"[-9.5701245e+02 -9.5701245e+02 -9.2591144e+02 ... -5.1685801e+00
  7.7389359e-01 -2.8379300e+00]"
1027_ITH_NEU_XX,NEU,"[-938.05774   -938.05774   -919.2991    ...   -1.1642742   -6.946844
   -6.494221 ]"
1027_ITH_HAP_XX,NEU,"[-874.8143     -874.8143     -868.331      ...   11.91226       2.066499
   -0.88541245]"
1027_ITH_SAD_XX,SAD,"[-982.7525    -982.7525    -904.15375   ...   -3.3309262   -2.3081744
    3.4564166]"
1027_ITH_ANG_XX,ANG,"[-7.1388489e+02 -7.1388489e+02 -7.1388489e+02 ... -6.2755036e-01
  7.2281361e-02 -2.4151411e+00]"
1027_ITH_FEA_XX,NEU,"[-9.4993805e+02 -9.4993805e+02 -9.3807745e+02 ... -6.0556746e-01
 -5.7786722e+00 -5.5674629e+00]"
1027_ITH_DIS_XX,NEU,"[-1.0219214e+03 -1.0210867e+03 -9.4929498e+02 ... -2.3865325e+00
  2.9564452e-01  5.2937758e-01]"
1027_DFA_NEU_XX,NEU,"[-9.4377985e+02 -9.4377985e+02 -9.1002106e+02 ...  8.0387974e+00
 -7.1522908e+00 -8.8498271e-01]"
1027_DFA_HAP_XX,NEU,"[-783.3616   -783.3616   -783.3616   ...   -9.936726   -9.405497
   -9.821622]"
1027_DFA_SAD_XX,NEU,"[-1.0411990e+03 -1.0383878e+03 -9.3034204e+02 ...  7.2229319e+00
 -3.8912153e-01 -2.9251449e+00]"
1027_DFA_ANG_XX,ANG,"[-657.78796  -657.78796  -657.78796  ...  -37.031384  -27.225075
  -25.044765]"
1027_DFA_FEA_XX,NEU,"[-796.5204    -796.5204    -795.9678    ...    7.5124917   -7.4193954
   -4.8171835]"
1027_DFA_DIS_XX,NEU,"[-963.35535   -963.3251    -895.16394   ...    5.102047    -2.2063117
   -3.843928 ]"
1027_ITS_NEU_XX,NEU,"[-8.8205511e+02 -8.8205511e+02 -8.7228809e+02 ...  2.8981256e-01
  4.6708317e+00 -6.5921223e-01]"
1027_ITS_HAP_XX,HAP,"[-884.86365  -884.86365  -883.25006  ...  -17.757599   -9.031411
  -10.388296]"
1027_ITS_SAD_XX,FEA,"[-989.27026   -989.27026   -904.2409    ...   -7.2316804  -10.870375
   -3.3560765]"
1027_ITS_ANG_XX,ANG,"[-6.6516400e+02 -6.6516400e+02 -6.6516400e+02 ...  4.2926759e-01
  3.5546124e-01 -6.9719162e+00]"
1027_ITS_FEA_XX,NEU,"[-937.90643   -937.90643   -913.99695   ...    3.8532753   -1.0281986
    5.0820823]"
1027_ITS_DIS_XX,NEU,"[-1000.9662    -1000.9662     -934.3322    ...    -6.6776924    -1.8995914
    -2.5479326]"
1027_TSI_NEU_XX,NEU,"[-941.10596   -941.10596   -934.09064   ...    2.509352     2.1442804
   -5.7907867]"
1027_TSI_HAP_XX,FEA,"[-748.79865   -748.79865   -748.79865   ...   -7.7257996  -11.626028
   -2.0211136]"
1027_TSI_SAD_XX,NEU,"[-992.59216   -992.59216   -950.90186   ...  -11.531265    -5.138541
   -3.7489302]"
1027_TSI_ANG_XX,ANG,"[-639.5077    -639.5077    -639.5077    ...    3.7130284   -2.1466315
    8.599553 ]"
1027_TSI_FEA_XX,NEU,"[-9.2220337e+02 -9.2220337e+02 -9.1501965e+02 ...  3.2823396e-01
  4.3570051e+00  4.6989050e+00]"
1027_TSI_DIS_XX,DIS,"[-942.8333    -942.8333    -928.1769    ...   -2.443019   -14.581528
   -1.9705452]"
1027_WSI_NEU_XX,NEU,"[-938.55145   -938.55145   -907.2174    ...   -3.1289053   -8.877785
   -2.2237284]"
1027_WSI_HAP_XX,ANG,"[-823.151     -823.151     -823.151     ...   -6.7629642  -15.958844
   -7.2707834]"
1027_WSI_SAD_XX,NEU,"[-1006.879     -1006.7013     -958.1639    ...    -7.90197      -1.9600806
    -3.576741 ]"
1027_WSI_ANG_XX,ANG,"[-664.9625   -664.9625   -664.9625   ...   -6.515689   -9.915574
   -5.396103]"
1027_WSI_FEA_XX,ANG,"[-874.99493   -874.99493   -870.45105   ...   -8.297455    -8.2686825
    5.567663 ]"
1027_WSI_DIS_XX,ANG,"[-8.3049316e+02 -8.3049316e+02 -8.3049316e+02 ...  3.0839128e+00
 -2.3297775e+00 -3.3742946e-01]"
1028_IEO_NEU_XX,NEU,"[-961.7482    -961.7482    -920.9608    ...    2.2212324   -3.8457224
  -13.010253 ]"
1028_IEO_HAP_LO,HAP,"[-894.2387    -894.2387    -892.79047   ...    1.3698609   10.873199
   -5.538948 ]"
1028_IEO_HAP_MD,HAP,"[-893.5913    -893.5913    -891.2233    ...   -4.72495     -7.499085
    2.2378435]"
1028_IEO_HAP_HI,NEU,"[-8.7613898e+02 -8.7613898e+02 -8.7437567e+02 ...  4.1555901e+00
  2.4913549e-02 -3.4479728e+00]"
1028_IEO_SAD_LO,NEU,"[-1032.1276    -1031.7749     -929.1507    ...     2.9238844    -1.409906
     1.2874174]"
1028_IEO_SAD_MD,NEU,"[-9.9541589e+02 -9.9541589e+02 -9.2167725e+02 ... -3.4528871e+00
  1.1947427e+00 -1.5973759e-01]"
1028_IEO_SAD_HI,NEU,"[-1000.5842    -1000.1971     -943.427     ...    -1.415966     -4.144925
     2.2952235]"
1028_IEO_ANG_LO,NEU,"[-843.46295   -843.46295   -842.5985    ...  -21.456654    -9.424223
   -2.9270778]"
1028_IEO_ANG_MD,ANG,"[-8.7851160e+02 -8.7851160e+02 -8.7366028e+02 ... -3.7259216e+00
  4.1234303e-01 -6.9991312e+00]"
1028_IEO_ANG_HI,ANG,"[-718.26184  -718.26184  -718.26184  ...   -8.175033  -19.003906
   -7.748605]"
1028_IEO_FEA_LO,NEU,"[-1023.2566    -1021.9412     -941.1925    ...    14.031656     10.594031
    -5.3174515]"
1028_IEO_FEA_MD,NEU,"[-1.0562748e+03 -1.0473942e+03 -9.1651990e+02 ... -3.2889032e+00
  1.1203915e+01 -2.3361510e-01]"
1028_IEO_FEA_HI,FEA,"[-825.4331    -825.4331    -824.4282    ...   -2.6452765   -2.5387335
    1.5235795]"
1028_IEO_DIS_LO,NEU,"[-1034.4229    -1031.7395     -959.49097   ...     2.4183936     3.6717818
     4.444158 ]"
1028_IEO_DIS_MD,DIS,"[-859.98224   -859.98224   -859.1894    ...    5.444969     3.277851
   -3.8103476]"
1028_IEO_DIS_HI,FEA,"[-808.487    -808.487    -808.487    ...  -13.977037  -15.672737
  -15.215239]"
1028_TIE_NEU_XX,NEU,"[-1014.3353    -1014.203      -928.8687    ...    -8.645559      3.6908636
     4.2001286]"
1028_TIE_HAP_XX,NEU,"[-982.25854  -982.25854  -954.0153   ...   -5.815981    8.740378
   -4.322436]"
1028_TIE_SAD_XX,SAD,"[-9.3857935e+02 -9.3857935e+02 -9.0020337e+02 ... -1.5296984e-01
  2.9801619e-01  2.7036295e+00]"
1028_TIE_ANG_XX,ANG,"[-767.2489     -767.2489     -767.2489     ...   -0.82934916   -7.264696
  -10.21813   ]"
1028_TIE_FEA_XX,SAD,"[-934.1186    -934.00415   -921.7648    ...   -9.588132     3.4397635
    4.845072 ]"
1028_TIE_DIS_XX,DIS,"[-9.7730298e+02 -9.7729163e+02 -8.6765002e+02 ...  4.9081354e+00
  9.1879284e-01  6.6192598e+00]"
1028_IOM_NEU_XX,NEU,"[-935.73834   -935.73834   -930.7612    ...  -13.087254    -7.933091
   -5.1053963]"
1028_IOM_HAP_XX,HAP,"[-852.209    -852.209    -851.88654  ...   35.622154   31.450108
   18.636623]"
1028_IOM_SAD_XX,SAD,"[-859.3778   -859.3778   -852.96936  ...   -3.832203  -15.527092
  -20.844772]"
1028_IOM_ANG_XX,ANG,"[-736.07544   -736.07544   -736.07544   ...    4.868596    -5.1065183
   -4.0690174]"
1028_IOM_FEA_XX,SAD,"[-855.907     -855.907     -855.0007    ...  -21.418882   -10.481315
   -6.5344496]"
1028_IOM_DIS_XX,DIS,"[-8.5734729e+02 -8.5734729e+02 -8.5129077e+02 ... -2.5491798e+00
 -8.3754539e+00 -4.7466528e-01]"
